Signal-1,Signal-2,Signal-3
399.0,487.0,13319.0
401.0,488.0,13303.0
399.0,488.0,13319.0
398.0,489.0,13327.0
400.0,488.0,13311.0
399.0,489.0,13319.0
400.0,488.0,13311.0
400.0,489.0,13311.0
400.0,488.0,13311.0
401.0,489.0,13303.0
400.0,489.0,13311.0
400.0,488.0,13311.0
401.0,487.0,13303.0
400.0,488.0,13311.0
401.0,487.0,13303.0
400.0,489.0,13311.0
402.0,489.0,13295.0
399.0,487.0,13319.0
401.0,488.0,13303.0
402.0,488.0,13295.0
400.0,489.0,13311.0
400.0,489.0,13311.0
399.0,488.0,13319.0
400.0,489.0,13311.0
401.0,488.0,13303.0
401.0,487.0,13303.0
402.0,490.0,13296.0
400.0,488.0,13312.0
399.0,488.0,13319.0
401.0,489.0,13304.0
399.0,488.0,13319.0
400.0,488.0,13311.0
400.0,489.0,13311.0
400.0,488.0,13311.0
400.0,488.0,13311.0
400.0,488.0,13311.0
399.0,488.0,13319.0
401.0,489.0,13303.0
400.0,488.0,13311.0
400.0,488.0,13311.0
401.0,489.0,13304.0
401.0,488.0,13304.0
400.0,489.0,13312.0
401.0,489.0,13304.0
400.0,488.0,13312.0
400.0,488.0,13312.0
400.0,488.0,13312.0
400.0,489.0,13312.0
401.0,489.0,13304.0
400.0,488.0,13312.0
400.0,488.0,13312.0
399.0,487.0,13320.0
399.0,488.0,13320.0
400.0,488.0,13312.0
400.0,488.0,13312.0
399.0,488.0,13320.0
401.0,488.0,13304.0
401.0,489.0,13304.0
400.0,488.0,13312.0
401.0,488.0,13304.0
401.0,488.0,13304.0
399.0,488.0,13320.0
400.0,487.0,13312.0
400.0,488.0,13312.0
400.0,488.0,13312.0
400.0,488.0,13312.0
400.0,488.0,13312.0
400.0,489.0,13312.0
401.0,487.0,13304.0
399.0,489.0,13320.0
400.0,488.0,13312.0
400.0,489.0,13312.0
400.0,488.0,13312.0
400.0,488.0,13312.0
402.0,488.0,13296.0
400.0,488.0,13312.0
400.0,489.0,13312.0
401.0,490.0,13304.0
399.0,489.0,13320.0
400.0,489.0,13312.0
401.0,488.0,13304.0
400.0,488.0,13312.0
400.0,488.0,13312.0
401.0,489.0,13304.0
400.0,487.0,13312.0
400.0,488.0,13312.0
400.0,489.0,13312.0
400.0,489.0,13312.0
400.0,489.0,13312.0
400.0,488.0,13312.0
399.0,488.0,13320.0
403.0,488.0,13288.0
400.0,489.0,13312.0
400.0,487.0,13312.0
400.0,489.0,13312.0
401.0,488.0,13305.0
401.0,488.0,13305.0
402.0,488.0,13297.0
399.0,488.0,13321.0
401.0,488.0,13305.0
399.0,488.0,13321.0
400.0,489.0,13313.0
399.0,487.0,13321.0
400.0,489.0,13313.0
398.0,488.0,13328.0
400.0,490.0,13312.0
400.0,489.0,13312.0
400.0,488.0,13312.0
402.0,489.0,13297.0
399.0,490.0,13321.0
401.0,488.0,13305.0
400.0,489.0,13313.0
400.0,489.0,13313.0
400.0,488.0,13313.0
402.0,488.0,13297.0
399.0,488.0,13321.0
400.0,487.0,13313.0
400.0,489.0,13313.0
401.0,488.0,13305.0
401.0,488.0,13305.0
400.0,488.0,13313.0
400.0,489.0,13313.0
400.0,489.0,13313.0
400.0,488.0,13313.0
399.0,488.0,13321.0
400.0,488.0,13313.0
400.0,488.0,13313.0
400.0,488.0,13313.0
400.0,489.0,13313.0
400.0,488.0,13313.0
399.0,488.0,13321.0
400.0,489.0,13313.0
400.0,489.0,13313.0
399.0,489.0,13321.0
400.0,488.0,13313.0
400.0,488.0,13313.0
400.0,488.0,13313.0
400.0,489.0,13313.0
399.0,490.0,13321.0
400.0,488.0,13313.0
400.0,489.0,13313.0
401.0,488.0,13305.0
400.0,488.0,13313.0
400.0,490.0,13313.0
400.0,488.0,13313.0
400.0,488.0,13313.0
400.0,490.0,13313.0
401.0,488.0,13305.0
400.0,489.0,13313.0
400.0,489.0,13313.0
400.0,487.0,13313.0
399.0,488.0,13321.0
400.0,489.0,13313.0
401.0,487.0,13305.0
400.0,489.0,13313.0
399.0,489.0,13321.0
399.0,488.0,13321.0
400.0,489.0,13313.0
401.0,489.0,13305.0
400.0,489.0,13313.0
400.0,488.0,13313.0
400.0,489.0,13313.0
400.0,489.0,13313.0
400.0,489.0,13313.0
400.0,488.0,13313.0
400.0,489.0,13313.0
400.0,488.0,13313.0
399.0,488.0,13321.0
402.0,488.0,13297.0
400.0,489.0,13313.0
400.0,487.0,13313.0
400.0,488.0,13313.0
400.0,488.0,13313.0
398.0,489.0,13329.0
401.0,488.0,13305.0
400.0,488.0,13313.0
402.0,489.0,13297.0
399.0,488.0,13321.0
400.0,488.0,13313.0
401.0,489.0,13305.0
400.0,489.0,13313.0
400.0,488.0,13313.0
401.0,488.0,13305.0
400.0,488.0,13313.0
400.0,488.0,13313.0
402.0,488.0,13297.0
400.0,489.0,13313.0
401.0,488.0,13305.0
400.0,489.0,13313.0
400.0,488.0,13313.0
399.0,488.0,13321.0
400.0,489.0,13313.0
400.0,488.0,13313.0
401.0,488.0,13305.0
399.0,488.0,13321.0
399.0,488.0,13321.0
401.0,489.0,13305.0
401.0,489.0,13305.0
399.0,487.0,13321.0
402.0,489.0,13297.0
399.0,489.0,13321.0
400.0,488.0,13313.0
401.0,488.0,13305.0
400.0,488.0,13313.0
400.0,487.0,13313.0
400.0,489.0,13313.0
400.0,488.0,13313.0
398.0,488.0,13329.0
401.0,488.0,13305.0
400.0,489.0,13313.0
401.0,489.0,13305.0
400.0,489.0,13313.0
399.0,488.0,13321.0
401.0,489.0,13305.0
401.0,488.0,13305.0
399.0,487.0,13321.0
402.0,490.0,13298.0
400.0,489.0,13314.0
400.0,488.0,13314.0
400.0,489.0,13314.0
400.0,488.0,13314.0
400.0,488.0,13314.0
401.0,488.0,13306.0
400.0,489.0,13314.0
400.0,489.0,13314.0
400.0,489.0,13314.0
400.0,489.0,13314.0
400.0,491.0,13314.0
400.0,490.0,13314.0
400.0,490.0,13314.0
403.0,489.0,13290.0
400.0,488.0,13314.0
401.0,488.0,13306.0
400.0,489.0,13314.0
400.0,490.0,13314.0
400.0,488.0,13314.0
401.0,488.0,13306.0
400.0,489.0,13314.0
401.0,487.0,13306.0
399.0,488.0,13322.0
400.0,488.0,13314.0
399.0,488.0,13322.0
401.0,488.0,13306.0
401.0,488.0,13306.0
400.0,490.0,13314.0
399.0,490.0,13322.0
399.0,488.0,13322.0
402.0,488.0,13298.0
400.0,489.0,13314.0
399.0,488.0,13322.0
401.0,489.0,13306.0
400.0,488.0,13314.0
400.0,488.0,13314.0
400.0,488.0,13314.0
400.0,489.0,13314.0
399.0,487.0,13322.0
400.0,488.0,13314.0
399.0,487.0,13322.0
400.0,489.0,13314.0
400.0,489.0,13314.0
400.0,489.0,13314.0
401.0,489.0,13306.0
400.0,488.0,13314.0
400.0,488.0,13314.0
400.0,489.0,13314.0
401.0,488.0,13306.0
400.0,487.0,13314.0
401.0,489.0,13306.0
400.0,488.0,13314.0
401.0,488.0,13306.0
402.0,487.0,13299.0
399.0,488.0,13323.0
399.0,488.0,13322.0
398.0,487.0,13330.0
400.0,488.0,13314.0
400.0,488.0,13314.0
400.0,488.0,13314.0
402.0,489.0,13298.0
401.0,488.0,13307.0
400.0,489.0,13315.0
401.0,489.0,13307.0
401.0,489.0,13307.0
400.0,488.0,13315.0
400.0,488.0,13315.0
402.0,489.0,13299.0
400.0,489.0,13315.0
400.0,487.0,13315.0
400.0,489.0,13315.0
400.0,488.0,13315.0
401.0,487.0,13307.0
401.0,488.0,13307.0
400.0,488.0,13315.0
400.0,489.0,13315.0
400.0,488.0,13315.0
399.0,488.0,13323.0
400.0,488.0,13315.0
401.0,488.0,13307.0
400.0,488.0,13315.0
402.0,488.0,13299.0
400.0,488.0,13315.0
400.0,488.0,13315.0
400.0,489.0,13315.0
401.0,488.0,13307.0
401.0,488.0,13308.0
401.0,488.0,13308.0
399.0,488.0,13324.0
400.0,487.0,13316.0
401.0,488.0,13308.0
399.0,488.0,13324.0
400.0,489.0,13316.0
400.0,488.0,13316.0
399.0,488.0,13323.0
400.0,489.0,13315.0
400.0,488.0,13315.0
399.0,488.0,13323.0
400.0,489.0,13315.0
400.0,489.0,13315.0
399.0,488.0,13323.0
402.0,489.0,13299.0
399.0,488.0,13323.0
400.0,488.0,13315.0
401.0,487.0,13307.0
399.0,489.0,13323.0
400.0,488.0,13315.0
399.0,488.0,13323.0
400.0,489.0,13315.0
399.0,488.0,13323.0
400.0,489.0,13315.0
401.0,488.0,13307.0
401.0,489.0,13307.0
400.0,489.0,13315.0
399.0,489.0,13323.0
401.0,488.0,13307.0
399.0,488.0,13323.0
401.0,488.0,13307.0
400.0,489.0,13315.0
400.0,489.0,13315.0
400.0,488.0,13315.0
401.0,488.0,13307.0
400.0,488.0,13315.0
400.0,489.0,13315.0
401.0,489.0,13308.0
401.0,489.0,13308.0
399.0,488.0,13324.0
399.0,488.0,13323.0
400.0,489.0,13315.0
400.0,488.0,13315.0
400.0,489.0,13315.0
400.0,489.0,13315.0
401.0,489.0,13308.0
400.0,489.0,13316.0
400.0,489.0,13316.0
402.0,489.0,13300.0
401.0,489.0,13308.0
400.0,489.0,13316.0
402.0,488.0,13300.0
400.0,490.0,13316.0
400.0,488.0,13316.0
399.0,488.0,13324.0
399.0,488.0,13324.0
400.0,488.0,13316.0
401.0,487.0,13308.0
400.0,489.0,13316.0
401.0,488.0,13308.0
399.0,488.0,13324.0
400.0,489.0,13316.0
402.0,491.0,13300.0
399.0,488.0,13324.0
402.0,489.0,13300.0
400.0,489.0,13316.0
400.0,488.0,13316.0
399.0,488.0,13324.0
401.0,488.0,13308.0
400.0,489.0,13316.0
400.0,488.0,13316.0
400.0,489.0,13316.0
400.0,488.0,13316.0
400.0,487.0,13316.0
400.0,488.0,13316.0
400.0,488.0,13316.0
399.0,488.0,13324.0
401.0,489.0,13308.0
402.0,488.0,13300.0
401.0,490.0,13309.0
400.0,489.0,13317.0
400.0,488.0,13317.0
400.0,488.0,13317.0
401.0,489.0,13309.0
399.0,488.0,13325.0
402.0,489.0,13301.0
398.0,489.0,13333.0
400.0,488.0,13317.0
400.0,488.0,13317.0
400.0,489.0,13317.0
400.0,488.0,13317.0
400.0,488.0,13317.0
401.0,488.0,13309.0
400.0,489.0,13317.0
401.0,488.0,13309.0
400.0,488.0,13317.0
401.0,489.0,13309.0
400.0,489.0,13317.0
399.0,489.0,13325.0
401.0,490.0,13309.0
401.0,488.0,13309.0
399.0,489.0,13325.0
401.0,489.0,13309.0
400.0,489.0,13317.0
400.0,488.0,13317.0
400.0,487.0,13317.0
401.0,489.0,13309.0
401.0,488.0,13309.0
399.0,488.0,13325.0
399.0,489.0,13325.0
400.0,488.0,13317.0
400.0,489.0,13317.0
399.0,489.0,13325.0
401.0,488.0,13309.0
400.0,489.0,13317.0
401.0,488.0,13309.0
400.0,489.0,13317.0
401.0,489.0,13309.0
399.0,488.0,13325.0
401.0,488.0,13309.0
400.0,490.0,13317.0
399.0,488.0,13325.0
400.0,488.0,13317.0
400.0,488.0,13317.0
400.0,487.0,13317.0
401.0,490.0,13309.0
400.0,488.0,13317.0
400.0,490.0,13317.0
400.0,488.0,13317.0
399.0,487.0,13325.0
399.0,489.0,13325.0
402.0,488.0,13301.0
399.0,488.0,13325.0
402.0,490.0,13301.0
401.0,488.0,13309.0
400.0,488.0,13317.0
401.0,489.0,13309.0
400.0,489.0,13317.0
400.0,488.0,13317.0
400.0,488.0,13317.0
400.0,489.0,13317.0
400.0,488.0,13317.0
400.0,488.0,13317.0
399.0,488.0,13325.0
401.0,488.0,13309.0
400.0,488.0,13317.0
400.0,488.0,13317.0
401.0,489.0,13310.0
400.0,489.0,13318.0
399.0,490.0,13325.0
402.0,489.0,13302.0
400.0,489.0,13318.0
400.0,488.0,13318.0
401.0,487.0,13310.0
400.0,488.0,13318.0
400.0,488.0,13318.0
400.0,489.0,13318.0
400.0,488.0,13318.0
400.0,488.0,13318.0
400.0,489.0,13318.0
400.0,488.0,13318.0
399.0,488.0,13326.0
399.0,488.0,13326.0
402.0,489.0,13302.0
401.0,488.0,13310.0
401.0,489.0,13310.0
400.0,489.0,13318.0
400.0,489.0,13318.0
401.0,488.0,13310.0
400.0,488.0,13318.0
403.0,490.0,13294.0
400.0,488.0,13318.0
399.0,487.0,13326.0
400.0,490.0,13318.0
401.0,489.0,13310.0
400.0,489.0,13318.0
400.0,488.0,13318.0
401.0,488.0,13310.0
400.0,490.0,13318.0
402.0,489.0,13303.0
400.0,489.0,13319.0
402.0,490.0,13303.0
400.0,489.0,13319.0
400.0,489.0,13319.0
402.0,490.0,13303.0
400.0,489.0,13319.0
402.0,489.0,13303.0
400.0,488.0,13319.0
400.0,489.0,13319.0
400.0,489.0,13319.0
402.0,488.0,13303.0
401.0,488.0,13312.0
400.0,488.0,13320.0
400.0,488.0,13320.0
399.0,488.0,13327.0
401.0,489.0,13312.0
400.0,489.0,13320.0
400.0,489.0,13320.0
401.0,488.0,13312.0
400.0,489.0,13320.0
400.0,488.0,13320.0
401.0,489.0,13312.0
400.0,489.0,13320.0
399.0,488.0,13328.0
401.0,488.0,13312.0
400.0,489.0,13320.0
400.0,488.0,13320.0
399.0,488.0,13328.0
401.0,489.0,13312.0
401.0,488.0,13312.0
401.0,489.0,13312.0
400.0,488.0,13320.0
399.0,488.0,13328.0
401.0,488.0,13312.0
399.0,489.0,13328.0
401.0,488.0,13312.0
400.0,488.0,13320.0
400.0,489.0,13320.0
400.0,489.0,13320.0
400.0,488.0,13320.0
399.0,488.0,13328.0
400.0,489.0,13320.0
399.0,489.0,13328.0
401.0,488.0,13312.0
400.0,488.0,13320.0
399.0,487.0,13328.0
400.0,488.0,13320.0
399.0,488.0,13328.0
400.0,489.0,13320.0
401.0,489.0,13312.0
399.0,489.0,13328.0
401.0,488.0,13312.0
402.0,489.0,13304.0
399.0,488.0,13328.0
400.0,489.0,13320.0
401.0,489.0,13312.0
399.0,488.0,13328.0
400.0,488.0,13320.0
401.0,488.0,13312.0
401.0,488.0,13312.0
400.0,488.0,13320.0
401.0,489.0,13312.0
399.0,489.0,13328.0
400.0,487.0,13320.0
400.0,489.0,13320.0
401.0,490.0,13312.0
401.0,488.0,13312.0
399.0,488.0,13328.0
401.0,489.0,13312.0
400.0,489.0,13320.0
401.0,488.0,13312.0
400.0,488.0,13320.0
401.0,488.0,13312.0
400.0,489.0,13320.0
400.0,488.0,13320.0
400.0,488.0,13320.0
401.0,489.0,13313.0
400.0,488.0,13321.0
401.0,488.0,13313.0
400.0,488.0,13321.0
400.0,488.0,13321.0
400.0,488.0,13321.0
399.0,488.0,13329.0
400.0,488.0,13321.0
400.0,488.0,13321.0
400.0,489.0,13321.0
402.0,489.0,13305.0
401.0,488.0,13313.0
399.0,487.0,13329.0
402.0,489.0,13305.0
399.0,489.0,13329.0
400.0,488.0,13321.0
400.0,489.0,13321.0
400.0,489.0,13321.0
399.0,488.0,13329.0
400.0,488.0,13321.0
400.0,489.0,13321.0
400.0,488.0,13321.0
399.0,488.0,13329.0
400.0,489.0,13321.0
400.0,489.0,13321.0
399.0,488.0,13329.0
398.0,489.0,13336.0
402.0,489.0,13305.0
400.0,489.0,13321.0
400.0,489.0,13321.0
400.0,489.0,13321.0
400.0,489.0,13321.0
399.0,489.0,13328.0
400.0,489.0,13320.0
400.0,489.0,13320.0
400.0,488.0,13320.0
401.0,487.0,13313.0
400.0,488.0,13321.0
400.0,488.0,13321.0
399.0,488.0,13328.0
399.0,490.0,13328.0
400.0,489.0,13320.0
400.0,489.0,13320.0
400.0,488.0,13320.0
400.0,489.0,13320.0
400.0,489.0,13320.0
401.0,488.0,13312.0
400.0,490.0,13320.0
400.0,488.0,13320.0
401.0,488.0,13313.0
401.0,489.0,13313.0
400.0,488.0,13321.0
400.0,488.0,13321.0
403.0,489.0,13297.0
399.0,488.0,13329.0
400.0,488.0,13321.0
400.0,488.0,13321.0
399.0,488.0,13329.0
398.0,489.0,13337.0
399.0,489.0,13328.0
400.0,489.0,13320.0
400.0,488.0,13320.0
401.0,488.0,13313.0
399.0,488.0,13328.0
402.0,489.0,13305.0
401.0,488.0,13313.0
400.0,488.0,13321.0
402.0,490.0,13305.0
400.0,489.0,13321.0
400.0,488.0,13321.0
400.0,488.0,13321.0
400.0,489.0,13321.0
399.0,489.0,13329.0
402.0,488.0,13305.0
399.0,489.0,13329.0
400.0,489.0,13321.0
400.0,489.0,13321.0
399.0,488.0,13329.0
401.0,489.0,13313.0
399.0,489.0,13329.0
400.0,489.0,13321.0
401.0,488.0,13313.0
400.0,489.0,13321.0
400.0,489.0,13321.0
400.0,490.0,13321.0
401.0,489.0,13313.0
401.0,487.0,13313.0
401.0,488.0,13313.0
401.0,489.0,13313.0
401.0,488.0,13313.0
400.0,488.0,13321.0
400.0,489.0,13321.0
401.0,488.0,13314.0
400.0,489.0,13322.0
400.0,489.0,13322.0
400.0,489.0,13322.0
401.0,489.0,13314.0
399.0,488.0,13330.0
400.0,489.0,13322.0
399.0,489.0,13329.0
400.0,489.0,13321.0
401.0,490.0,13314.0
400.0,488.0,13322.0
400.0,489.0,13322.0
401.0,491.0,13314.0
399.0,488.0,13330.0
399.0,488.0,13329.0
400.0,489.0,13321.0
400.0,488.0,13321.0
400.0,489.0,13321.0
399.0,488.0,13329.0
400.0,489.0,13321.0
401.0,489.0,13313.0
399.0,488.0,13329.0
400.0,490.0,13321.0
402.0,488.0,13306.0
400.0,489.0,13322.0
400.0,489.0,13322.0
401.0,490.0,13314.0
400.0,488.0,13322.0
400.0,488.0,13322.0
401.0,489.0,13314.0
400.0,489.0,13322.0
400.0,488.0,13322.0
400.0,488.0,13322.0
399.0,489.0,13330.0
400.0,488.0,13322.0
400.0,490.0,13322.0
400.0,488.0,13322.0
401.0,488.0,13314.0
400.0,488.0,13322.0
400.0,489.0,13322.0
401.0,489.0,13314.0
400.0,488.0,13322.0
399.0,488.0,13330.0
401.0,489.0,13314.0
400.0,489.0,13322.0
401.0,488.0,13314.0
400.0,489.0,13322.0
400.0,488.0,13322.0
400.0,488.0,13322.0
401.0,488.0,13314.0
401.0,489.0,13314.0
400.0,488.0,13322.0
399.0,490.0,13330.0
399.0,488.0,13330.0
400.0,489.0,13322.0
400.0,489.0,13322.0
400.0,488.0,13322.0
401.0,490.0,13314.0
400.0,488.0,13322.0
400.0,488.0,13322.0
402.0,489.0,13306.0
400.0,489.0,13322.0
401.0,488.0,13314.0
400.0,488.0,13322.0
400.0,489.0,13322.0
399.0,490.0,13330.0
401.0,488.0,13314.0
399.0,488.0,13330.0
402.0,489.0,13306.0
400.0,488.0,13322.0
400.0,490.0,13322.0
401.0,490.0,13315.0
399.0,489.0,13330.0
400.0,490.0,13322.0
401.0,488.0,13315.0
399.0,488.0,13330.0
400.0,489.0,13322.0
400.0,490.0,13322.0
399.0,489.0,13330.0
400.0,488.0,13322.0
401.0,488.0,13314.0
400.0,489.0,13322.0
400.0,488.0,13322.0
401.0,488.0,13315.0
400.0,489.0,13323.0
400.0,488.0,13323.0
401.0,489.0,13315.0
399.0,489.0,13331.0
399.0,489.0,13330.0
401.0,489.0,13315.0
399.0,489.0,13330.0
401.0,488.0,13315.0
401.0,490.0,13315.0
400.0,489.0,13323.0
401.0,489.0,13315.0
401.0,489.0,13315.0
399.0,488.0,13331.0
401.0,491.0,13315.0
400.0,489.0,13323.0
400.0,489.0,13323.0
400.0,488.0,13323.0
400.0,489.0,13323.0
400.0,488.0,13323.0
402.0,489.0,13307.0
400.0,489.0,13323.0
401.0,490.0,13315.0
401.0,488.0,13315.0
399.0,489.0,13331.0
400.0,489.0,13323.0
400.0,488.0,13323.0
401.0,488.0,13315.0
401.0,490.0,13315.0
400.0,488.0,13323.0
401.0,489.0,13315.0
402.0,489.0,13308.0
401.0,488.0,13316.0
399.0,488.0,13332.0
400.0,488.0,13324.0
399.0,489.0,13332.0
400.0,488.0,13324.0
399.0,488.0,13331.0
400.0,489.0,13323.0
399.0,489.0,13331.0
399.0,488.0,13331.0
400.0,489.0,13323.0
400.0,489.0,13323.0
400.0,489.0,13323.0
399.0,489.0,13331.0
402.0,490.0,13307.0
400.0,488.0,13323.0
401.0,488.0,13315.0
400.0,489.0,13323.0
401.0,489.0,13316.0
400.0,488.0,13324.0
400.0,488.0,13324.0
401.0,489.0,13316.0
401.0,487.0,13316.0
400.0,489.0,13324.0
399.0,489.0,13332.0
400.0,490.0,13324.0
401.0,490.0,13316.0
401.0,487.0,13316.0
401.0,489.0,13316.0
399.0,490.0,13332.0
399.0,488.0,13332.0
401.0,489.0,13316.0
400.0,488.0,13324.0
399.0,488.0,13332.0
402.0,489.0,13308.0
400.0,489.0,13324.0
400.0,489.0,13324.0
400.0,488.0,13324.0
400.0,489.0,13324.0
400.0,489.0,13324.0
399.0,489.0,13332.0
400.0,489.0,13324.0
400.0,488.0,13324.0
401.0,488.0,13316.0
399.0,488.0,13332.0
400.0,489.0,13324.0
399.0,489.0,13332.0
400.0,488.0,13324.0
400.0,489.0,13324.0
400.0,490.0,13324.0
400.0,488.0,13324.0
401.0,488.0,13316.0
399.0,489.0,13332.0
401.0,488.0,13316.0
400.0,489.0,13324.0
399.0,490.0,13332.0
399.0,488.0,13332.0
399.0,488.0,13332.0
399.0,489.0,13331.0
399.0,489.0,13331.0
400.0,488.0,13323.0
399.0,489.0,13331.0
400.0,489.0,13323.0
400.0,489.0,13323.0
400.0,488.0,13323.0
401.0,489.0,13315.0
399.0,489.0,13331.0
400.0,488.0,13323.0
401.0,488.0,13315.0
401.0,488.0,13315.0
400.0,489.0,13323.0
400.0,488.0,13323.0
399.0,489.0,13331.0
399.0,487.0,13331.0
400.0,488.0,13323.0
399.0,489.0,13331.0
399.0,490.0,13331.0
400.0,488.0,13323.0
398.0,489.0,13339.0
401.0,490.0,13315.0
400.0,489.0,13323.0
400.0,489.0,13323.0
401.0,490.0,13315.0
400.0,488.0,13323.0
399.0,488.0,13331.0
401.0,488.0,13315.0
400.0,488.0,13323.0
400.0,488.0,13323.0
400.0,490.0,13323.0
399.0,488.0,13331.0
400.0,488.0,13323.0
400.0,489.0,13323.0
400.0,489.0,13323.0
399.0,489.0,13331.0
400.0,489.0,13323.0
399.0,489.0,13331.0
400.0,488.0,13323.0
400.0,490.0,13323.0
400.0,488.0,13323.0
400.0,490.0,13323.0
398.0,489.0,13339.0
400.0,489.0,13323.0
400.0,489.0,13323.0
399.0,491.0,13330.0
399.0,488.0,13330.0
400.0,490.0,13322.0
400.0,488.0,13322.0
399.0,488.0,13330.0
402.0,489.0,13306.0
400.0,488.0,13322.0
400.0,489.0,13322.0
401.0,489.0,13315.0
400.0,489.0,13323.0
400.0,490.0,13323.0
400.0,489.0,13323.0
400.0,489.0,13323.0
402.0,489.0,13307.0
399.0,489.0,13331.0
401.0,488.0,13315.0
400.0,489.0,13323.0
400.0,488.0,13323.0
400.0,489.0,13323.0
400.0,490.0,13323.0
400.0,490.0,13323.0
400.0,489.0,13323.0
401.0,490.0,13315.0
399.0,488.0,13331.0
400.0,490.0,13323.0
400.0,489.0,13323.0
400.0,489.0,13323.0
402.0,490.0,13307.0
399.0,489.0,13331.0
400.0,489.0,13323.0
402.0,489.0,13307.0
400.0,489.0,13323.0
400.0,488.0,13323.0
401.0,489.0,13315.0
400.0,489.0,13323.0
400.0,488.0,13323.0
401.0,488.0,13315.0
399.0,489.0,13331.0
400.0,488.0,13323.0
400.0,489.0,13323.0
401.0,489.0,13315.0
400.0,488.0,13323.0
400.0,489.0,13323.0
399.0,489.0,13331.0
401.0,488.0,13315.0
401.0,489.0,13315.0
401.0,489.0,13315.0
401.0,489.0,13316.0
400.0,489.0,13324.0
401.0,488.0,13316.0
401.0,488.0,13316.0
400.0,488.0,13324.0
400.0,488.0,13324.0
401.0,489.0,13316.0
399.0,489.0,13332.0
400.0,488.0,13324.0
402.0,489.0,13308.0
401.0,488.0,13316.0
400.0,489.0,13324.0
400.0,489.0,13324.0
401.0,489.0,13316.0
401.0,489.0,13316.0
400.0,489.0,13324.0
400.0,488.0,13324.0
402.0,490.0,13308.0
400.0,488.0,13324.0
400.0,489.0,13324.0
402.0,489.0,13309.0
399.0,489.0,13333.0
400.0,488.0,13325.0
401.0,489.0,13317.0
400.0,489.0,13325.0
400.0,488.0,13325.0
401.0,489.0,13317.0
399.0,488.0,13333.0
401.0,489.0,13317.0
400.0,489.0,13325.0
400.0,488.0,13325.0
402.0,488.0,13309.0
401.0,488.0,13317.0
401.0,489.0,13317.0
401.0,489.0,13317.0
398.0,489.0,13341.0
400.0,488.0,13325.0
402.0,489.0,13309.0
400.0,489.0,13325.0
400.0,488.0,13325.0
401.0,488.0,13317.0
400.0,488.0,13325.0
400.0,489.0,13325.0
400.0,488.0,13325.0
401.0,490.0,13317.0
399.0,488.0,13333.0
400.0,489.0,13325.0
400.0,489.0,13325.0
400.0,490.0,13325.0
401.0,490.0,13317.0
400.0,488.0,13325.0
401.0,489.0,13318.0
400.0,489.0,13326.0
401.0,487.0,13318.0
401.0,489.0,13318.0
399.0,489.0,13334.0
400.0,488.0,13326.0
401.0,489.0,13318.0
400.0,488.0,13326.0
400.0,489.0,13326.0
401.0,488.0,13318.0
399.0,488.0,13334.0
400.0,490.0,13326.0
402.0,489.0,13310.0
400.0,489.0,13326.0
400.0,490.0,13326.0
401.0,488.0,13318.0
400.0,489.0,13326.0
402.0,489.0,13310.0
400.0,489.0,13326.0
399.0,488.0,13334.0
401.0,490.0,13318.0
400.0,488.0,13326.0
400.0,489.0,13326.0
402.0,488.0,13310.0
400.0,490.0,13326.0
399.0,488.0,13334.0
400.0,490.0,13326.0
401.0,488.0,13318.0
400.0,488.0,13326.0
401.0,488.0,13319.0
400.0,489.0,13327.0
400.0,488.0,13327.0
400.0,489.0,13327.0
401.0,489.0,13319.0
400.0,489.0,13327.0
399.0,489.0,13335.0
401.0,489.0,13319.0
401.0,489.0,13319.0
400.0,489.0,13327.0
399.0,489.0,13335.0
401.0,488.0,13319.0
401.0,489.0,13319.0
400.0,488.0,13327.0
401.0,491.0,13319.0
400.0,489.0,13327.0
400.0,489.0,13327.0
400.0,489.0,13327.0
399.0,488.0,13335.0
401.0,488.0,13319.0
400.0,488.0,13327.0
400.0,488.0,13327.0
400.0,490.0,13327.0
400.0,488.0,13327.0
400.0,489.0,13327.0
400.0,490.0,13327.0
400.0,490.0,13327.0
399.0,488.0,13335.0
401.0,489.0,13319.0
400.0,488.0,13327.0
399.0,488.0,13335.0
400.0,489.0,13327.0
400.0,489.0,13327.0
401.0,489.0,13319.0
400.0,489.0,13327.0
400.0,489.0,13327.0
400.0,489.0,13327.0
401.0,488.0,13319.0
401.0,489.0,13319.0
401.0,490.0,13319.0
400.0,489.0,13327.0
399.0,490.0,13335.0
401.0,488.0,13319.0
398.0,490.0,13343.0
400.0,488.0,13327.0
400.0,490.0,13327.0
399.0,489.0,13335.0
399.0,489.0,13335.0
400.0,489.0,13327.0
400.0,489.0,13327.0
401.0,489.0,13319.0
400.0,489.0,13327.0
401.0,489.0,13319.0
400.0,489.0,13327.0
400.0,489.0,13327.0
400.0,489.0,13327.0
400.0,489.0,13327.0
400.0,489.0,13327.0
400.0,488.0,13327.0
401.0,489.0,13319.0
400.0,489.0,13327.0
400.0,489.0,13327.0
402.0,489.0,13311.0
400.0,489.0,13327.0
399.0,488.0,13335.0
400.0,489.0,13327.0
400.0,489.0,13327.0
399.0,488.0,13335.0
400.0,489.0,13327.0
399.0,488.0,13335.0
400.0,490.0,13327.0
400.0,489.0,13327.0
399.0,489.0,13335.0
402.0,490.0,13311.0
400.0,490.0,13327.0
399.0,488.0,13335.0
401.0,489.0,13319.0
400.0,488.0,13327.0
399.0,488.0,13335.0
